"dataset","instrument_instance"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_seasonal-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_3month_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_7day_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_annual_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_7day-runningmean_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_28day-runningmean_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_monthly-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_3month_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_seasonal-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_cumulative_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_cumulative_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_7day_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_daily_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_annual_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_monthly_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_5day_daytime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_5day_nighttime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_7day_daytime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_7day_nighttime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_8day_daytime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_8day_nighttime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_annual_daytime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_annual_nighttime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_daily_daytime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_monthly_nighttime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-694","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-77","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_3month_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_annual_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_monthly_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_daily_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_monthly_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_8day_daytime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_8day_nighttime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_annual_daytime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_annual_nighttime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_daily_daytime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_daily_nighttime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_monthly_daytime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_monthly_nighttime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-ncdc-l4lrblend-glob-avhrr_oi","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-reynolds_ncep_l4_sst_opt_interp_monthly_v2","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-481","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-626","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-627","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-628","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-678","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_daily_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_monthly_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_3month_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_monthly_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_28day-runningmean_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_annual_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_annual_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_monthly-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_monthly-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_daily_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_28day-runningmean_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_7day_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_7day_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_seasonal-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_cumulative_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-9/instrument/advanced-very-high-resolution-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-ascatb-l2-25km","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-b/instrument/advanced-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-ascatb-l2-coastal","http://data.globalchange.gov/platform/meteorological-operational-polar-satellite-b/instrument/advanced-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_1deg","http://data.globalchange.gov/platform/environmental-satellite/instrument/radar-altimeter-2-2"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_third-deg","http://data.globalchange.gov/platform/environmental-satellite/instrument/radar-altimeter-2-2"
"http://data.globalchange.gov/dataset/nasa-podaac-aviso_l4_dyn_topo_1deg_1mo","http://data.globalchange.gov/platform/environmental-satellite/instrument/radar-altimeter-2-2"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_5a_monthly_wind_vectors_flk","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-tmi","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l4hrfnd-glob-odyssea","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l4uhrfnd-nwe-odyssea","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-remss-l4hrfnd-glob-mw_ir_oi","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-ornldaac-718","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-mw_ir_oi-remss-l4-glob-v4-0","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_5a_5day_wind_vectors_flk","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-cmc0-2deg-cmc-l4-glob-v2-0","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l4uhfnd-med-v01","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l4uhrfnd-med-odyssea","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-jpl_ourocean-l4uhfnd-glob-g1sst","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-ostia-ukmo-l4-glob-v2-0","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-remss-l2p_gridded_25-tmi","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-remss-l2p-tmi","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-remss-l4hrfnd-glob-mw_ir_rt_oi","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-ukmo-l4hrfnd-glob-ostia","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l3_ow_l2_5_tmi_wind_vectors_flk","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-ccmp_measures_atlas_l4_ow_l3_0_wind_vectors_flk","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l4uhrfnd-gal-odyssea","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-tmi-remss-l2p-v4","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-mw_oi-remss-l4-glob-v4-0","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-remo_oi_sst_5km-ufrj-l4-samerica-v1-0","http://data.globalchange.gov/platform/tropical-rainfall-measuring-mission/instrument/trmm-microwave-imager"
"http://data.globalchange.gov/dataset/nasa-podaac-cmc0-2deg-cmc-l4-glob-v2-0","http://data.globalchange.gov/platform/european-remote-sensing-satellite-2/instrument/along-track-scanning-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1191","http://data.globalchange.gov/platform/european-remote-sensing-satellite-2/instrument/along-track-scanning-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-ornldaac-754","http://data.globalchange.gov/platform/european-remote-sensing-satellite-2/instrument/along-track-scanning-radiometer-2"
"http://data.globalchange.gov/dataset/nasa-podaac-dmi_oi-dmi-l4-glob-v1-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_8day_9km_nighttime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_annual_9km_nighttime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_daily_9km_nighttime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_monthly_9km_nighttime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_4km_nighttime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_9km_nighttime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_annual_9km_daytime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_daily_4km_daytime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_daily_9km_daytime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_4km_daytime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_9km_nighttime","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1099","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1140","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1190","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-1158","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-796","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-815","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-839","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-840","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-928","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-930","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-960","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-966","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-968","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-972","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-ornldaac-975","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10cm","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nsidc-0593","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0608","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10c2","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0609","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10a2","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0530","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nsidc-0280","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nsidc-0589","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0610","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-0566","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10a1","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-nsidcdaac-mod10c1","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-mw_ir_oi-remss-l4-glob-v4-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_annual_4km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_annual_9km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_9km_daytime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_annual_9km_daytime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_annual_9km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_daily_4km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_4km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_8day_9km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_monthly_9km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_mid-ir_monthly_9km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
"http://data.globalchange.gov/dataset/nasa-podaac-modis_terra_l3_sst_thermal_8day_4km_nighttime_v2014-0","http://data.globalchange.gov/platform/terra/instrument/moderate-resolution-imaging-spectroradiometer"
