"dataset","instrument_instance"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_annual_nighttime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_daily_daytime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_monthly_nighttime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-cmc0-2deg-cmc-l4-glob-v2-0","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-dmi-l4uhfnd-nseabaltic-dmi_oi","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l4uhfnd-med-v01","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l4uhrfnd-med-odyssea","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_1deg","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_third-deg","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-ukmo-l4hrfnd-glob-ostia","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_3month_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_annual_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_monthly_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_daily_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_monthly_v3","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_navoceano_l2_9km_mcsst_gac","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_8day_daytime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_8day_nighttime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_annual_daytime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_annual_nighttime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_daily_daytime_v51","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_daily_nighttime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_monthly_daytime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-avhrr_pathfinder_l3_sst_monthly_nighttime_v5","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l2p-nar17_sst","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-eur-l4uhrfnd-gal-odyssea","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-navo-l2p-avhrr17_g","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-ncdc-l4lrblend-glob-avhrr_oi","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-reynolds_ncep_l4_sst_opt_interp_monthly_v2","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_daily_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_monthly_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_3month_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_monthly_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_28day-runningmean_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_annual_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_annual_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_monthly-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_monthly-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_daily_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smid_28day-runningmean_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smi_7day_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_7day_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_seasonal-climatology_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_ancillary_sst_smia_cumulative_v4","http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17/instrument/advanced-very-high-resolution-radiometer-3"
"http://data.globalchange.gov/dataset/nasa-podaac_mgdr","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-topex_l2_ost_gdr_vms","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-topex_ssha_v2","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-merged_tp_j1_ostm_ost_all_v2","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-alt_tide_gauge_l4_ost_sla_us_west_coast","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_1deg","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-oscar_l4_oc_third-deg","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-merged_tp_j1_ostm_ost_cycles_v2","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-merged_tp_j1_ostm_ost_gmsl_ascii_v2","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-aviso_l4_dyn_topo_1deg_1mo","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-recon_sea_level_ost_l4_v1","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-topex_gcp","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-topex-gdr","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-topex_l2_ost_mgdr_crossover","http://data.globalchange.gov/platform/topex-poseidon/instrument/poseidon-1"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l2_sss_cap_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smi_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smi_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smia_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smia_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smi_annual_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smid_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smi_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smid_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_sm_smi_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_cap_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_raincorrected_cap_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_annual_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_annual_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_sm_smia_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_sm_smi_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_cap_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_daily_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l2_sss_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_monthly_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_seasonal-climatology_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_monthly_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_3month_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_monthly_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_3month_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_3month_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_3month_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_28day-runningmean_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_annual_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_annual_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_7day-runningmean_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_annual_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_monthly-climatology_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_28day-runningmean_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_28day-runningmean_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_sm_smid_monthly_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_density_smi_7day_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_7day_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_7day_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_monthly_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_seasonal-climatology_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_seasonal-climatology_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_seasonal-climatology_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_seasonal-climatology_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_cumulative_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_cumulative_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_cumulative_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_cumulative_v4","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l2_sss_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smid_annual_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smi_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_sm_smid_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_cap_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_raincorrected_cap_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_annual_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smid_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smi_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_sm_smid_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_cap_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_annual_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smid_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smia_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smia_annual_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smia_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smid_3month_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_smid_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_biasadj_sm_smia_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_sss_smia_monthly_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_7day_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smia_daily_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
"http://data.globalchange.gov/dataset/nasa-podaac-aquarius_l3_wind_speed_smi_annual_v3","http://data.globalchange.gov/platform/sac-d-aquarius/instrument/aquarius-l-band-scatterometer"
