"s","lauchDate","deactivated"
"http://data.globalchange.gov/platform/landsat-2",1975-01-22 00:00:00,1982-02-25 00:00:00
"http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-18",2005-05-20 00:00:00,2016-12-01 00:00:00
"http://data.globalchange.gov/platform/constellation-observing-system-for-meteorology-ionosphere-and-climate-1",2006-04-14 00:00:00,2015-03-01 00:00:00
"http://data.globalchange.gov/platform/defense-meteorological-satellite-program-f-16",2003-10-18 00:00:00,2015-10-01 00:00:00
"http://data.globalchange.gov/platform/defense-meteorological-satellite-program-f-17",2006-11-04 00:00:00,2015-06-01 00:00:00
"http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-12",1991-05-14 00:00:00,2005-12-31 00:00:00
"http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-14",1994-12-30 00:00:00,2005-12-31 00:00:00
"http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-16",2000-09-21 00:00:00,2014-06-09 00:00:00
"http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-17",2002-06-24 00:00:00,2013-04-10 00:00:00
"http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-4",1982-12-12 00:00:00,1995-12-31 00:00:00
"http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-6",1982-12-12 00:00:00,1995-12-31 00:00:00
"http://data.globalchange.gov/platform/national-oceanic-and-atmospheric-administration-7",1982-12-12 00:00:00,1995-12-31 00:00:00
"http://data.globalchange.gov/platform/defense-meteorological-satellite-program-f-10",1990-12-01 00:00:00,1993-12-01 00:00:00
"http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-1",1984-02-26 00:00:00,1989-01-01 00:00:00
"http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-12",2001-07-23 00:00:00,2013-08-19 00:00:00
"http://data.globalchange.gov/platform/geostationary-operational-environmental-satellite-14",2009-06-27 00:00:00,2019-12-01 00:00:00
"http://data.globalchange.gov/platform/fy-2c-geostationary-meteorological-satellite",2004-10-19 00:00:00,2008-11-25 00:00:00
"http://data.globalchange.gov/platform/fy-2d-geostationary-meteorological-satellite",2006-12-08 00:00:00,2014-12-01 00:00:00
"http://data.globalchange.gov/platform/fy-2e-geostationary-meteorological-satellite",2008-12-26 00:00:00,2014-12-01 00:00:00
"http://data.globalchange.gov/platform/fy-3b-polar-orbiting-meteorological-satellite",2010-11-05 00:00:00,2014-12-01 00:00:00
"http://data.globalchange.gov/platform/sich-1m",2004-12-24 00:00:00,2006-04-15 00:00:00
"http://data.globalchange.gov/platform/nigeriasat-x",2011-08-17 00:00:00,2018-08-01 00:00:00
"http://data.globalchange.gov/platform/automatic-identification-system-satellite-1",2010-07-12 00:00:00,2014-12-01 00:00:00
"http://data.globalchange.gov/platform/okean-o",1999-07-17 00:00:00,2002-01-31 00:00:00
"http://data.globalchange.gov/platform/environmental-satellite-resurs-dk-n1",2006-06-15 00:00:00,2015-12-01 00:00:00
"http://data.globalchange.gov/platform/meteor-2-n21",1991-08-31 00:00:00,2002-08-06 00:00:00
"http://data.globalchange.gov/platform/meteor-3-n5",1991-08-15 00:00:00,2002-12-31 00:00:00
"http://data.globalchange.gov/platform/meteor-3-n7",1994-01-25 00:00:00,1995-01-01 00:00:00
"http://data.globalchange.gov/platform/meteor-3-n8",1994-01-01 00:00:00,1998-01-01 00:00:00
"http://data.globalchange.gov/platform/meteor-3m",2001-12-01 00:00:00,2008-04-01 00:00:00
"http://data.globalchange.gov/platform/meteorological-satellite-meteor-m-n1",2009-09-17 00:00:00,2015-09-01 00:00:00
"http://data.globalchange.gov/platform/meteorological-satellite-meteor-m-n2",2014-07-08 00:00:00,2019-12-01 00:00:00
"http://data.globalchange.gov/platform/resource-satellite-first-series-number-4",1998-07-10 00:00:00,2002-02-07 00:00:00
"http://data.globalchange.gov/platform/resource-satellite-f-series-number-2m",1996-01-01 00:00:00,1996-01-01 00:00:00
"http://data.globalchange.gov/platform/monitor-e",2005-08-26 00:00:00,2008-01-21 00:00:00
"http://data.globalchange.gov/platform/uk-disaster-monitoring-constellation-2",2009-07-29 00:00:00,2016-07-01 00:00:00
"http://data.globalchange.gov/platform/landsat-4",1982-07-16 00:00:00,1993-08-01 00:00:00

